symbol,sector,water_intensity,water_targets,env_score,social_score,gov_score,country
ELDN,Healthcare,,,,,,UNITED STATES
ELF,Consumer Defensive,,,,,,UNITED STATES
ELLO,Utilities,,,,,,ISRAEL
ELMD,Healthcare,,,,,,UNITED STATES
ELME,Real Estate,,,,,,UNITED STATES
ELOG,Industrials,,,,,,CHINA
ELP,Utilities,,,,,,BRAZIL
ELPC,Utilities,,,,,,BRAZIL
ELPW,Industrials,,,,,,CHINA
ELS,Real Estate,,,,,,UNITED STATES
ELSE,Technology,,,,,,UNITED STATES
ELTK,Technology,,,,,,ISRAEL
ELTX,Healthcare,,,,,,UNITED STATES
ELUT,Healthcare,,,,,,UNITED STATES
ELV,Healthcare,,,,,,UNITED STATES
ELVA,Industrials,,,,,,CANADA
ELVN,Healthcare,,,,,,UNITED STATES
ELVR,Basic Materials,,,,,,AUSTRALIA
ELWS,Technology,,,,,,JAPAN
EM,Consumer Cyclical,,,,,,CHINA
EMA,Utilities,,,,,,CANADA
EMBC,Healthcare,,,,,,UNITED STATES
EMBJ,Industrials,,,,,,BRAZIL
EME,Industrials,,,,,,UNITED STATES
EML,Industrials,,,,,,UNITED STATES
EMN,Basic Materials,,,,,,UNITED STATES
EMPD,Consumer Cyclical,,,,,,UNITED STATES
EMPG,Healthcare,,,,,,MALAYSIA
EMR,Industrials,,,,,,UNITED STATES
EMX,Basic Materials,,,,,,CANADA
ENB,Energy,,,,,,CANADA
ENGN,Healthcare,,,,,,CANADA
ENGNW,Healthcare,,,,,,CANADA
ENGS,Industrials,,,,,,UNITED KINGDOM
ENIC,Utilities,,,,,,CHILE
ENLT,Utilities,,,,,,ISRAEL
ENLV,Healthcare,,,,,,ISRAEL
ENOV,Healthcare,,,,,,UNITED STATES
ENPH,Technology,,,,,,UNITED STATES
ENR,Industrials,,,,,,UNITED STATES
ENS,Industrials,,,,,,UNITED STATES
ENSC,Healthcare,,,,,,UNITED STATES
ENSG,Healthcare,,,,,,UNITED STATES
ENTA,Healthcare,,,,,,UNITED STATES
ENTG,Technology,,,,,,UNITED STATES
ENTO,Healthcare,,,,,,UNITED KINGDOM
ENTX,Healthcare,,,,,,ISRAEL
ENVA,Financial Services,,,,,,UNITED STATES
ENVB,Healthcare,,,,,,UNITED STATES
ENVX,Industrials,,,,,,UNITED STATES
EOG,Energy,,,,,,UNITED STATES
EOLS,Healthcare,,,,,,UNITED STATES
EONR,Energy,,,,,,UNITED STATES
EOSE,Industrials,,,,,,UNITED STATES
EOSEW,Industrials,,,,,,UNITED STATES
EP,Energy,,,,,,UNITED STATES
EPAC,Industrials,,,,,,UNITED STATES
EPAM,Technology,,,,,,UNITED STATES
EPC,Consumer Defensive,,,,,,UNITED STATES
EPD,Energy,,,,,,UNITED STATES
EPM,Energy,,,,,,UNITED STATES
EPOW,Industrials,,,,,,CHINA
EPR,Real Estate,,,,,,UNITED STATES
EPRT,Real Estate,,,,,,UNITED STATES
EPSM,Consumer Defensive,,,,,,CHINA
EPSN,Energy,,,,,,CANADA
EPWK,Technology,,,,,,CHINA
EQ,Healthcare,,,,,,UNITED STATES
EQBK,Financial Services,,,,,,UNITED STATES
EQH,Financial Services,,,,,,UNITED STATES
EQIX,Real Estate,,,,,,UNITED STATES
EQNR,Energy,,,,,,NORWAY
EQR,Real Estate,,,,,,UNITED STATES
EQS,Financial Services,,,,,,UNITED STATES
EQT,Energy,,,,,,UNITED STATES
EQX,Basic Materials,,,,,,CANADA
ERAS,Healthcare,,,,,,UNITED STATES
ERIC,Technology,,,,,,SWEDEN
ERIE,Financial Services,,,,,,UNITED STATES
ERII,Industrials,,,,,,UNITED STATES
ERNA,Healthcare,,,,,,UNITED STATES
ERO,Basic Materials,,,,,,CANADA
ES,Utilities,,,,,,UNITED STATES
ESAB,Industrials,,,,,,UNITED STATES
ESBA,Real Estate,,,,,,UNITED STATES
ESCA,Consumer Cyclical,,,,,,UNITED STATES
ESE,Technology,,,,,,UNITED STATES
ESEA,Industrials,,,,,,GREECE
ESGLW,Industrials,,,,,,SINGAPORE
ESHA,Financial Services,,,,,,UNITED STATES
ESI,Basic Materials,,,,,,UNITED STATES
ESLA,Healthcare,,,,,,UNITED STATES
ESLAW,Healthcare,,,,,,UNITED STATES
ESLT,Industrials,,,,,,ISRAEL
ESNT,Financial Services,,,,,,BERMUDA
ESOA,Industrials,,,,,,UNITED STATES
ESP,Industrials,,,,,,UNITED STATES
ESPR,Healthcare,,,,,,UNITED STATES
ESQ,Financial Services,,,,,,UNITED STATES
ESRT,Real Estate,,,,,,UNITED STATES
ESS,Real Estate,,,,,,UNITED STATES
ESTA,Healthcare,,,,,,COSTA RICA
ESTC,Technology,,,,,,NETHERLANDS
ESUM,,,,,,,UNITED STATES
ET,Energy,,,,,,UNITED STATES
ETD,Consumer Cyclical,,,,,,UNITED STATES
ETHM,Financial Services,,,,,,UNITED STATES
ETHMU,Financial Services,,,,,,UNITED STATES
ETHMW,Financial Services,,,,,,UNITED STATES
ETHZ,Healthcare,,,,,,UNITED STATES
ETHZW,Healthcare,,,,,,UNITED STATES
ETI-P,Utilities,,,,,,UNITED STATES
ETN,Industrials,,,,,,IRELAND
ETNB,Healthcare,,,,,,UNITED STATES
ETON,Healthcare,,,,,,UNITED STATES
ETOR,Financial Services,,,,,,ISRAEL
ETR,Utilities,,,,,,UNITED STATES
ETS,Industrials,,,,,,UNITED STATES
ETSY,Consumer Cyclical,,,,,,UNITED STATES
EU,Energy,,,,,,UNITED STATES
EUDA,Real Estate,,,,,,SINGAPORE
EUDAW,Real Estate,,,,,,SINGAPORE
EURK,Financial Services,,,,,,HONG KONG
EURKR,,,,,,,HONG KONG
EURKU,Financial Services,,,,,,HONG KONG
EVAC,Financial Services,,,,,,UNITED STATES
EVAX,Healthcare,,,,,,DENMARK
EVC,Communication Services,,,,,,UNITED STATES
EVCM,Technology,,,,,,UNITED STATES
EVER,Communication Services,,,,,,UNITED STATES
EVEX,Industrials,,,,,,UNITED STATES
EVGN,Healthcare,,,,,,ISRAEL
EVGO,Consumer Cyclical,,,,,,UNITED STATES
EVGOW,Consumer Cyclical,,,,,,UNITED STATES
EVH,Healthcare,,,,,,UNITED STATES
EVI,Industrials,,,,,,UNITED STATES
EVLV,Industrials,,,,,,UNITED STATES
EVLVW,Industrials,,,,,,UNITED STATES
EVO,Healthcare,,,,,,GERMANY
EVOK,Healthcare,,,,,,UNITED STATES
EVR,Financial Services,,,,,,UNITED STATES
EVRG,Utilities,,,,,,UNITED STATES
EVTC,Technology,,,,,,UNITED STATES
EVTL,Industrials,,,,,,UNITED KINGDOM
EVTV,Consumer Cyclical,,,,,,UNITED STATES
EW,Healthcare,,,,,,UNITED STATES
EWBC,Financial Services,,,,,,UNITED STATES
EWCZ,Consumer Defensive,,,,,,UNITED STATES
EWTX,Healthcare,,,,,,UNITED STATES
EXAS,Healthcare,,,,,,UNITED STATES
EXC,Utilities,,,,,,UNITED STATES
EXE,Energy,,,,,,UNITED STATES
EXEEL,Energy,,,,,,UNITED STATES
EXEEW,Energy,,,,,,UNITED STATES
EXEEZ,Energy,,,,,,UNITED STATES
EXEL,Healthcare,,,,,,UNITED STATES
EXFY,Technology,,,,,,UNITED STATES
EXK,Basic Materials,,,,,,CANADA
EXLS,Technology,,,,,,UNITED STATES
EXOZ,Healthcare,,,,,,UNITED STATES
EXP,Basic Materials,,,,,,UNITED STATES
EXPD,Industrials,,,,,,UNITED STATES
EXPE,Consumer Cyclical,,,,,,UNITED STATES
EXPI,Real Estate,,,,,,UNITED STATES
EXPO,Industrials,,,,,,UNITED STATES
EXR,Real Estate,,,,,,UNITED STATES
EXTR,Technology,,,,,,UNITED STATES
EYE,Consumer Cyclical,,,,,,UNITED STATES
EYPT,Healthcare,,,,,,UNITED STATES
EZGO,Consumer Cyclical,,,,,,CHINA
EZPW,Financial Services,,,,,,UNITED STATES
F,Consumer Cyclical,,,,,,UNITED STATES
FA,Industrials,,,,,,UNITED STATES
FAAS,Technology,,,,,,INDONESIA
FAASW,Technology,,,,,,INDONESIA
FACTU,Financial Services,,,,,,UNITED STATES
FACTW,Financial Services,,,,,,UNITED STATES
FAF,Financial Services,,,,,,UNITED STATES
FAMI,Consumer Defensive,,,,,,CHINA
FANG,Energy,,,,,,UNITED STATES
FARM,Consumer Defensive,,,,,,UNITED STATES
FAST,Industrials,,,,,,UNITED STATES
FAT,Consumer Cyclical,,,,,,UNITED STATES
FATBB,Consumer Cyclical,,,,,,UNITED STATES
FATBP,Consumer Cyclical,,,,,,UNITED STATES
FATBW,Consumer Cyclical,,,,,,UNITED STATES
FATE,Healthcare,,,,,,UNITED STATES
FATN,Technology,,,,,,UNITED STATES
FBGL,Industrials,,,,,,SINGAPORE
FBIN,Industrials,,,,,,UNITED STATES
FBIO,Healthcare,,,,,,UNITED STATES
FBIOP,Healthcare,,,,,,UNITED STATES
FBIZ,Financial Services,,,,,,UNITED STATES
FBK,Financial Services,,,,,,UNITED STATES
FBLA,Financial Services,,,,,,UNITED STATES
FBLG,Healthcare,,,,,,UNITED STATES
FBNC,Financial Services,,,,,,UNITED STATES
FBP,Financial Services,,,,,,UNITED STATES
FBRT,Real Estate,,,,,,UNITED STATES
FBRX,Healthcare,,,,,,UNITED STATES
FBYD,Industrials,,,,,,UNITED STATES
FBYDW,Industrials,,,,,,UNITED STATES
FBYY,,,,,,,UNITED STATES
FC,Consumer Defensive,,,,,,UNITED STATES
FCAP,Financial Services,,,,,,UNITED STATES
FCBC,Financial Services,,,,,,UNITED STATES
FCCO,Financial Services,,,,,,UNITED STATES
FCEL,Industrials,,,,,,UNITED STATES
FCF,Financial Services,,,,,,UNITED STATES
FCFS,Financial Services,,,,,,UNITED STATES
FCHL,Consumer Defensive,,,,,,SINGAPORE
FCN,Industrials,,,,,,UNITED STATES
FCNCA,Financial Services,,,,,,UNITED STATES
FCNCO,Financial Services,,,,,,UNITED STATES
FCNCP,Financial Services,,,,,,UNITED STATES
FCPT,Real Estate,,,,,,UNITED STATES
FCRX,,,,,,,UNITED STATES
FCUV,Technology,,,,,,UNITED STATES
FCX,Basic Materials,,,,,,UNITED STATES
FDBC,Financial Services,,,,,,UNITED STATES
FDMT,Healthcare,,,,,,UNITED STATES
FDP,Consumer Defensive,,,,,,CAYMAN ISLANDS
FDS,Financial Services,,,,,,UNITED STATES
FDSB,Financial Services,,,,,,UNITED STATES
FDUS,Financial Services,,,,,,UNITED STATES
FDX,Industrials,,,,,,UNITED STATES
FE,Utilities,,,,,,UNITED STATES
FEAM,Basic Materials,,,,,,UNITED STATES
FEBO,Technology,,,,,,HONG KONG
FEDU,Consumer Defensive,,,,,,CHINA
FEIM,Technology,,,,,,UNITED STATES
FELE,Industrials,,,,,,UNITED STATES
FEMY,Healthcare,,,,,,UNITED STATES
FENC,Healthcare,,,,,,UNITED STATES
FENG,Communication Services,,,,,,CHINA
FERA,Financial Services,,,,,,CAYMAN ISLANDS
FERAR,,,,,,,CAYMAN ISLANDS
FERAU,Financial Services,,,,,,CAYMAN ISLANDS
FERG,Industrials,,,,,,UNITED STATES
FET,Energy,,,,,,UNITED STATES
FF,Basic Materials,,,,,,UNITED STATES
FFAI,Consumer Cyclical,,,,,,UNITED STATES
FFAIW,Consumer Cyclical,,,,,,UNITED STATES
FFBC,Financial Services,,,,,,UNITED STATES
FFIC,Financial Services,,,,,,UNITED STATES
FFIN,Financial Services,,,,,,UNITED STATES
FFIV,Technology,,,,,,UNITED STATES
FFWM,Financial Services,,,,,,UNITED STATES
FG,Financial Services,,,,,,UNITED STATES
FGBI,Financial Services,,,,,,UNITED STATES
FGBIP,Financial Services,,,,,,UNITED STATES
FGEN,Healthcare,,,,,,UNITED STATES
FGI,Consumer Cyclical,,,,,,UNITED STATES
FGIWW,Consumer Cyclical,,,,,,UNITED STATES
FGL,Industrials,,,,,,MALAYSIA
FGMC,Financial Services,,,,,,UNITED STATES
FGMCR,,,,,,,UNITED STATES
FGMCU,Financial Services,,,,,,UNITED STATES
FGNX,Financial Services,,,,,,UNITED STATES
FGNXP,Financial Services,,,,,,UNITED STATES
FHB,Financial Services,,,,,,UNITED STATES
FHI,Financial Services,,,,,,UNITED STATES
FHN,Financial Services,,,,,,UNITED STATES
FHTX,Healthcare,,,,,,UNITED STATES
FI,Technology,,,,,,UNITED STATES
FIBK,Financial Services,,,,,,UNITED STATES
FICO,Technology,,,,,,UNITED STATES
FICVW,Financial Services,,,,,,UNITED STATES
FIG,Technology,,,,,,UNITED STATES
FIGR,Financial Services,,,,,,UNITED STATES
FIGS,Consumer Cyclical,,,,,,UNITED STATES
FIGXU,Financial Services,,,,,,UNITED STATES
FIHL,Financial Services,,,,,,BERMUDA
FINS,Financial Services,,,,,,UNITED STATES
FINV,Financial Services,,,,,,CHINA
FINW,Financial Services,,,,,,UNITED STATES
FIP,Industrials,,,,,,UNITED STATES
FIS,Technology,,,,,,UNITED STATES
FISI,Financial Services,,,,,,UNITED STATES
FISK,Real Estate,,,,,,UNITED STATES
FITB,Financial Services,,,,,,UNITED STATES
FITBI,Financial Services,,,,,,UNITED STATES
FITBO,Financial Services,,,,,,UNITED STATES
FITBP,Financial Services,,,,,,UNITED STATES
FIVE,Consumer Cyclical,,,,,,UNITED STATES
FIVN,Technology,,,,,,UNITED STATES
FIX,Industrials,,,,,,UNITED STATES
FIZZ,Consumer Defensive,,,,,,UNITED STATES
FKWL,Technology,,,,,,UNITED STATES
FLD,Financial Services,,,,,,UNITED STATES
FLDDW,Financial Services,,,,,,UNITED STATES
FLEX,Technology,,,,,,UNITED STATES
FLG,Financial Services,,,,,,UNITED STATES
FLGC,Healthcare,,,,,,UNITED STATES
FLGT,Healthcare,,,,,,UNITED STATES
FLL,Consumer Cyclical,,,,,,UNITED STATES
FLNC,Utilities,,,,,,UNITED STATES
FLNG,Energy,,,,,,BERMUDA
FLNT,Communication Services,,,,,,UNITED STATES
FLO,Consumer Defensive,,,,,,UNITED STATES
FLOC,Energy,,,,,,UNITED STATES
FLR,Industrials,,,,,,UNITED STATES
FLS,Industrials,,,,,,UNITED STATES
FLUT,Consumer Cyclical,,,,,,UNITED STATES
FLUX,Industrials,,,,,,UNITED STATES
FLWS,Consumer Cyclical,,,,,,UNITED STATES
FLX,Industrials,,,,,,CHINA
FLXS,Consumer Cyclical,,,,,,UNITED STATES
FLY,Industrials,,,,,,UNITED STATES
FLYE,Consumer Cyclical,,,,,,UNITED STATES
FLYW,Technology,,,,,,UNITED STATES
FLYX,Industrials,,,,,,UNITED STATES
FMAO,Financial Services,,,,,,UNITED STATES
FMBH,Financial Services,,,,,,UNITED STATES
FMC,Basic Materials,,,,,,UNITED STATES
FMFC,Consumer Cyclical,,,,,,CAMBODIA
FMNB,Financial Services,,,,,,UNITED STATES
FMS,Healthcare,,,,,,GERMANY
FMST,Basic Materials,,,,,,CANADA
FMSTW,Basic Materials,,,,,,CANADA
FMX,Consumer Defensive,,,,,,MEXICO
FN,Technology,,,,,,CAYMAN ISLANDS
FNB,Financial Services,,,,,,UNITED STATES
FND,Consumer Cyclical,,,,,,UNITED STATES
FNF,Financial Services,,,,,,UNITED STATES
FNGR,Communication Services,,,,,,SINGAPORE
FNKO,Consumer Cyclical,,,,,,UNITED STATES
FNLC,Financial Services,,,,,,UNITED STATES
FNV,Basic Materials,,,,,,CANADA
FNWB,Financial Services,,,,,,UNITED STATES
FNWD,Financial Services,,,,,,UNITED STATES
FOA,Financial Services,,,,,,UNITED STATES
FOFO,Industrials,,,,,,HONG KONG
FOLD,Healthcare,,,,,,UNITED STATES
FONR,Healthcare,,,,,,UNITED STATES
FOR,Real Estate,,,,,,UNITED STATES
FORA,Healthcare,,,,,,UNITED STATES
FORD,Consumer Cyclical,,,,,,UNITED STATES
FORM,Technology,,,,,,UNITED STATES
FORR,Industrials,,,,,,UNITED STATES
FORTY,Technology,,,,,,ISRAEL
FOSL,Consumer Cyclical,,,,,,UNITED STATES
FOUR,Technology,,,,,,UNITED STATES
FOX,Communication Services,,,,,,UNITED STATES
FOXA,Communication Services,,,,,,UNITED STATES
FOXF,Consumer Cyclical,,,,,,UNITED STATES
FOXX,Technology,,,,,,UNITED STATES
FOXXW,Technology,,,,,,UNITED STATES
FPH,Real Estate,,,,,,UNITED STATES
FPI,Real Estate,,,,,,UNITED STATES
FR,Real Estate,,,,,,UNITED STATES
FRAF,Financial Services,,,,,,UNITED STATES
FRBA,Financial Services,,,,,,UNITED STATES
FRD,Basic Materials,,,,,,UNITED STATES
FRGE,Financial Services,,,,,,UNITED STATES
FRGT,Technology,,,,,,MEXICO
FRHC,Financial Services,,,,,,UNITED STATES
FRME,Financial Services,,,,,,UNITED STATES
FRMEP,Financial Services,,,,,,UNITED STATES
FRO,Energy,,,,,,CYPRUS
FROG,Technology,,,,,,UNITED STATES
FRPH,Real Estate,,,,,,UNITED STATES
FRPT,Consumer Defensive,,,,,,UNITED STATES
FRSH,Technology,,,,,,UNITED STATES
FRST,Financial Services,,,,,,UNITED STATES
FRSX,Consumer Cyclical,,,,,,ISRAEL
FRT,Real Estate,,,,,,UNITED STATES
FSBC,Financial Services,,,,,,UNITED STATES
FSBW,Financial Services,,,,,,UNITED STATES
FSCO,Financial Services,,,,,,UNITED STATES
FSEA,Financial Services,,,,,,UNITED STATES
FSFG,Financial Services,,,,,,UNITED STATES
FSHP,Financial Services,,,,,,UNITED STATES
FSHPR,,,,,,,UNITED STATES
FSHPU,Financial Services,,,,,,UNITED STATES
FSI,Basic Materials,,,,,,CANADA
FSK,Financial Services,,,,,,UNITED STATES
FSLR,Technology,,,,,,UNITED STATES
FSLY,Technology,,,,,,UNITED STATES
FSM,Basic Materials,,,,,,CANADA
FSP,Real Estate,,,,,,UNITED STATES
FSS,Industrials,,,,,,UNITED STATES
FSTR,Industrials,,,,,,UNITED STATES
FSV,Real Estate,,,,,,CANADA
FTAI,Industrials,,,,,,UNITED STATES
FTAIM,Industrials,,,,,,UNITED STATES
FTAIN,Industrials,,,,,,UNITED STATES
FTCI,Technology,,,,,,UNITED STATES
FTDR,Consumer Cyclical,,,,,,UNITED STATES
FTEK,Industrials,,,,,,UNITED STATES
FTEL,Consumer Cyclical,,,,,,AUSTRALIA
FTFT,Technology,,,,,,UNITED STATES
FTHM,Real Estate,,,,,,UNITED STATES
FTHY,Financial Services,,,,,,UNITED STATES
FTI,Energy,,,,,,UNITED STATES
FTK,Energy,,,,,,UNITED STATES
FTLF,Consumer Defensive,,,,,,UNITED STATES
FTNT,Technology,,,,,,UNITED STATES
FTRE,Healthcare,,,,,,UNITED STATES
FTRK,Communication Services,,,,,,SINGAPORE
FTS,Utilities,,,,,,CANADA
FTV,Technology,,,,,,UNITED STATES
FUBO,Communication Services,,,,,,UNITED STATES
FUFU,Financial Services,,,,,,SINGAPORE
FUFUW,Financial Services,,,,,,SINGAPORE
FUL,Basic Materials,,,,,,UNITED STATES
FULC,Healthcare,,,,,,UNITED STATES
FULT,Financial Services,,,,,,UNITED STATES
FULTP,Financial Services,,,,,,UNITED STATES
FUN,Consumer Cyclical,,,,,,UNITED STATES
FUNC,Financial Services,,,,,,UNITED STATES
FUND,Financial Services,,,,,,CANADA
FURY,Basic Materials,,,,,,CANADA
FUSB,Financial Services,,,,,,UNITED STATES
FUSE,Technology,,,,,,UNITED STATES
FUSEW,Technology,,,,,,UNITED STATES
FUTU,Financial Services,,,,,,HONG KONG
FVCB,Financial Services,,,,,,UNITED STATES
FVN,Financial Services,,,,,,CHINA
FVNNR,,,,,,,CHINA
FVNNU,Financial Services,,,,,,CHINA
FVR,Real Estate,,,,,,UNITED STATES
FVRR,Communication Services,,,,,,ISRAEL
FWONA,Communication Services,,,,,,UNITED STATES
FWONK,Communication Services,,,,,,UNITED STATES
FWRD,Industrials,,,,,,UNITED STATES
FWRG,Consumer Cyclical,,,,,,UNITED STATES
FXNC,Financial Services,,,,,,UNITED STATES
FYBR,Communication Services,,,,,,UNITED STATES
G,Technology,,,,,,BERMUDA
GABC,Financial Services,,,,,,UNITED STATES
GAIA,Communication Services,,,,,,UNITED STATES
GAIN,Financial Services,,,,,,UNITED STATES
GAINI,,,,,,,UNITED STATES
GALT,Healthcare,,,,,,UNITED STATES
GAMB,Consumer Cyclical,,,,,,JERSEY
GAME,Communication Services,,,,,,UNITED STATES
GANX,Healthcare,,,,,,UNITED STATES
GAP,Consumer Cyclical,,,,,,UNITED STATES
GASS,Industrials,,,,,,GREECE
GATX,Industrials,,,,,,UNITED STATES
GAU,Basic Materials,,,,,,CANADA
GAUZ,Technology,,,,,,ISRAEL
GBCI,Financial Services,,,,,,UNITED STATES
GBDC,Financial Services,,,,,,UNITED STATES
GBIO,Healthcare,,,,,,UNITED STATES
GBNY,Financial Services,,,,,,UNITED STATES
GBR,Real Estate,,,,,,UNITED STATES
GBTG,Consumer Cyclical,,,,,,UNITED STATES
GBX,Industrials,,,,,,UNITED STATES
GCBC,Financial Services,,,,,,UNITED STATES
GCI,Communication Services,,,,,,UNITED STATES
GCL,Communication Services,,,,,,SINGAPORE
GCLWW,Communication Services,,,,,,SINGAPORE
GCMG,Financial Services,,,,,,UNITED STATES
GCMGW,Financial Services,,,,,,UNITED STATES
GCO,Consumer Cyclical,,,,,,UNITED STATES
GCT,Technology,,,,,,UNITED STATES
GCTK,Healthcare,,,,,,UNITED STATES
GCTS,Technology,,,,,,UNITED STATES
GD,Industrials,,,,,,UNITED STATES
GDC,Communication Services,,,,,,UNITED STATES
GDDY,Technology,,,,,,UNITED STATES
GDEN,Consumer Cyclical,,,,,,UNITED STATES
GDEV,Communication Services,,,,,,CYPRUS
GDEVW,Communication Services,,,,,,CYPRUS
GDHG,Consumer Cyclical,,,,,,CHINA
GDOT,Financial Services,,,,,,UNITED STATES
GDRX,Healthcare,,,,,,UNITED STATES
GDS,Technology,,,,,,CHINA
GDST,Financial Services,,,,,,UNITED STATES
GDSTR,,,,,,,UNITED STATES
GDSTU,Financial Services,,,,,,UNITED STATES
GDSTW,Financial Services,,,,,,UNITED STATES
GDTC,Healthcare,,,,,,SINGAPORE
GDYN,Technology,,,,,,UNITED STATES
GE,Industrials,,,,,,UNITED STATES
GECC,Financial Services,,,,,,UNITED STATES
GEF,Consumer Cyclical,,,,,,UNITED STATES
GEF-B,Consumer Cyclical,,,,,,UNITED STATES
GEG,Financial Services,,,,,,UNITED STATES
GEHC,Healthcare,,,,,,UNITED STATES
GEL,Energy,,,,,,UNITED STATES
GELS,Healthcare,,,,,,AUSTRALIA
GEMI,Financial Services,,,,,,UNITED STATES
GEN,Technology,,,,,,UNITED STATES
GENC,Industrials,,,,,,UNITED STATES
GENI,Communication Services,,,,,,UNITED KINGDOM
GENK,Consumer Cyclical,,,,,,UNITED STATES
GENVR,,,,,,,UNITED STATES
GEO,Industrials,,,,,,UNITED STATES
GEOS,Energy,,,,,,UNITED STATES
GERN,Healthcare,,,,,,UNITED STATES
GES,Consumer Cyclical,,,,,,SWITZERLAND
GETY,Communication Services,,,,,,UNITED STATES
GEV,Industrials,,,,,,UNITED STATES
GEVO,Basic Materials,,,,,,UNITED STATES
GFAI,Industrials,,,,,,SINGAPORE
GFAIW,Industrials,,,,,,SINGAPORE
GFF,Industrials,,,,,,UNITED STATES
GFI,Basic Materials,,,,,,SOUTH AFRICA
GFL,Industrials,,,,,,CANADA
GFR,Energy,,,,,,CANADA
GFS,Technology,,,,,,UNITED STATES
GGAL,Financial Services,,,,,,ARGENTINA
GGB,Basic Materials,,,,,,BRAZIL
GGG,Industrials,,,,,,UNITED STATES
GGR,Consumer Cyclical,,,,,,TAIWAN
GGROW,Consumer Cyclical,,,,,,TAIWAN
GH,Healthcare,,,,,,UNITED STATES
GHC,Consumer Defensive,,,,,,UNITED STATES
GHG,Consumer Cyclical,,,,,,CHINA
GHI,Financial Services,,,,,,UNITED STATES
GHLD,Financial Services,,,,,,UNITED STATES
GHM,Industrials,,,,,,UNITED STATES
GHRS,Healthcare,,,,,,IRELAND
GIB,Technology,,,,,,CANADA
GIBO,Communication Services,,,,,,HONG KONG
GIBOW,Communication Services,,,,,,HONG KONG
GIC,Industrials,,,,,,UNITED STATES
GIFI,Industrials,,,,,,UNITED STATES
GIFT,Communication Services,,,,,,UNITED STATES
GIG,Financial Services,,,,,,UNITED STATES
GIGGU,Financial Services,,,,,,UNITED STATES
GIGGW,Financial Services,,,,,,UNITED STATES
GIGM,Communication Services,,,,,,TAIWAN
GIII,Consumer Cyclical,,,,,,UNITED STATES
GIL,Consumer Cyclical,,,,,,CANADA
GILD,Healthcare,,,,,,UNITED STATES
GILT,Technology,,,,,,ISRAEL
GIPR,Real Estate,,,,,,UNITED STATES
GIPRW,Real Estate,,,,,,UNITED STATES
GIS,Consumer Defensive,,,,,,UNITED STATES
GITS,Communication Services,,,,,,SOUTH KOREA
GKOS,Healthcare,,,,,,UNITED STATES
GL,Financial Services,,,,,,UNITED STATES
GLAD,Financial Services,,,,,,UNITED STATES
GLBE,Consumer Cyclical,,,,,,ISRAEL
GLBS,Industrials,,,,,,GREECE
GLBZ,Financial Services,,,,,,UNITED STATES
GLDD,Industrials,,,,,,UNITED STATES
GLDG,Basic Materials,,,,,,CANADA
GLE,Technology,,,,,,HONG KONG
GLIBA,Communication Services,,,,,,UNITED STATES
GLIBK,Communication Services,,,,,,UNITED STATES
GLMD,Healthcare,,,,,,ISRAEL
GLNG,Energy,,,,,,BERMUDA
GLOB,Technology,,,,,,LUXEMBOURG
GLP,Energy,,,,,,UNITED STATES
GLPG,Healthcare,,,,,,BELGIUM
GLPI,Real Estate,,,,,,UNITED STATES
GLRE,Financial Services,,,,,,CAYMAN ISLANDS
GLSI,Healthcare,,,,,,UNITED STATES
GLTO,Healthcare,,,,,,DENMARK
GLUE,Healthcare,,,,,,UNITED STATES
GLW,Technology,,,,,,UNITED STATES
GLXG,Industrials,,,,,,HONG KONG
GLXY,Financial Services,,,,,,UNITED STATES
GM,Consumer Cyclical,,,,,,UNITED STATES
GMAB,Healthcare,,,,,,DENMARK
GME,Consumer Cyclical,,,,,,UNITED STATES
GMED,Healthcare,,,,,,UNITED STATES
GMGI,Communication Services,,,,,,UNITED STATES
GMGT,Communication Services,,,,,,UNITED STATES
GMHS,Communication Services,,,,,,CHINA
GMM,Technology,,,,,,CHINA
GMRE,Real Estate,,,,,,UNITED STATES
GNE,Utilities,,,,,,UNITED STATES
GNFT,Healthcare,,,,,,FRANCE
GNK,Industrials,,,,,,UNITED STATES
GNL,Real Estate,,,,,,UNITED STATES
GNLN,Consumer Defensive,,,,,,UNITED STATES
GNLX,Healthcare,,,,,,UNITED STATES
GNPX,Healthcare,,,,,,UNITED STATES
GNRC,Industrials,,,,,,UNITED STATES
GNS,Consumer Defensive,,,,,,SINGAPORE
GNSS,Technology,,,,,,UNITED STATES
GNTA,Healthcare,,,,,,ITALY
GNTX,Consumer Cyclical,,,,,,UNITED STATES
GNW,Financial Services,,,,,,UNITED STATES
GO,Consumer Defensive,,,,,,UNITED STATES
GOCO,Financial Services,,,,,,UNITED STATES
GOGO,Communication Services,,,,,,UNITED STATES
GOLF,Consumer Cyclical,,,,,,UNITED STATES
GOOD,Real Estate,,,,,,UNITED STATES
GOODN,Real Estate,,,,,,UNITED STATES
GOOG,Communication Services,,,,,,UNITED STATES
GOOGL,Communication Services,,,,,,UNITED STATES
GOOS,Consumer Cyclical,,,,,,CANADA
GORO,Basic Materials,,,,,,UNITED STATES
GORV,Consumer Cyclical,,,,,,UNITED STATES
GOSS,Healthcare,,,,,,UNITED STATES
GOTU,Consumer Defensive,,,,,,CHINA
GOVX,Healthcare,,,,,,UNITED STATES
GP,Industrials,,,,,,CANADA
GPAT,Financial Services,,,,,,UNITED STATES
GPATU,Financial Services,,,,,,UNITED STATES
